Line Number,Haughton Value,Pitcaple Value,Shift Value,Area
120,306.35391931095904,67.74871552527473,-8697.565745404898,2501400.0
121,295.8617316903294,67.44821224746528,-7814.622279327204,2479700.0
122,280.3443096096288,80.5312418759768,-28414.550804254613,2311700.0
123,345.63077257448674,75.52234901798184,-16352.422636110854,2540300.0
124,374.4043497783349,72.47655425634913,9508.452090915172,2594400.0
125,230.74200450778872,64.05146230857731,-13386.721953508164,2132400.0
126,343.6010237488906,59.31378100196679,-17080.54295034268,2521100.0
127,317.26070266228254,82.37506084748519,-4464.8694933378265,2597500.0
128,251.0829265162149,62.49997448893169,-8706.684231278066,2334100.0
129,255.0648139937861,73.18141244907406,7178.134252588217,2417400.0
130,273.009418334139,67.37992085580443,-18204.25135604501,2296800.0
131,322.4947378849924,74.16392314034533,-49868.94127598467,2522400.0
132,269.31782758834186,69.89374699049209,-8494.217212904809,2371000.0
133,271.2264173935128,95.15309362143743,-40968.70191581303,2480100.0
134,244.575382423276,80.7340623664949,-14192.889846558512,2379100.0
135,306.04309626495655,76.46077059812161,-14472.919382991371,2477100.0
136,361.163613761589,68.39836210120603,-3955.1204693202944,2590600.0
137,283.08965793048844,53.14060237789149,-39283.87402246808,2284500.0
138,274.1701734069088,104.72844048243334,-8709.855403916135,2581000.0
139,293.56570001899,71.97082027066143,-31034.050588526523,2502200.0
140,284.32751017393946,74.60138146283285,-9324.607805402056,2477800.0
141,297.2754164491178,73.25006983495085,-22651.69741144054,2468200.0
142,254.02914272441728,68.94156785501775,19240.760098455816,2252400.0
143,316.37953759151054,79.84385206212481,-45416.01635753708,2575100.0
144,286.70243988265986,81.83119556780603,1634.7231111405126,2526300.0
145,289.0805216791619,88.45717851161389,17705.962639075347,2570400.0
146,291.9376825471198,90.94104447953173,-4164.762494293907,2588500.0
147,342.43470901778784,59.88262541996655,-42807.34700308678,2465000.0
148,281.8344442879347,79.82054834513696,-1629.4901154010204,2447200.0
149,249.33253565330503,74.35819246855962,11588.779106327189,2394700.0
150,344.819566591668,81.58888471653151,11109.053200544098,2465200.0
151,265.92657939271226,79.67058975549831,6616.055565915503,2312600.0
152,268.87702817689404,70.2752799800865,-25917.39358686099,2260100.0
153,298.8008831146632,64.39608900888157,-17822.837217044533,2388800.0
154,243.68911877569835,81.01500656921365,17974.096207162387,2317000.0
155,275.06809895479074,66.19384806528377,-21958.093716367846,2203600.0
156,380.1710502575424,74.13801816579206,-10819.612001211395,2515300.0
157,285.5024377776026,69.89260354971819,17461.48911268133,2392800.0
158,289.291368852736,65.58549623258877,-13792.713677901596,2449200.0
159,282.16057223749607,61.8424572929708,-28286.932126026222,2362900.0
160,291.57586938980734,57.981551842753056,-20050.06458070417,2402800.0
161,287.8026903284703,68.68183543782341,-39137.91585524056,2383900.0
162,246.05646214463007,69.38821087612585,-41876.98634026795,2355200.0
163,276.87722751263254,67.22199790788284,-22827.656982122357,2422600.0
164,333.9385022415412,90.31238204322209,-9909.13890397622,2479000.0
165,328.5383846049581,79.2797787236032,-7577.785278425996,2512000.0
166,284.5608043947243,67.50511359491317,-24800.376195861863,2376800.0
167,308.5391958246746,82.22631161054466,-18276.96346438083,2449400.0
168,346.1964765658128,86.78778790311158,-15156.13684989645,2652800.0
169,298.64161807002137,74.84572987745206,-895.8068311307707,2411600.0
170,365.6797105995049,83.30482803081387,-12576.730229257731,2646200.0
171,261.2832140537625,92.12745842006365,-12967.48740640792,2484700.0
172,289.81904567980445,68.54330446930301,70.90644643182895,2418800.0
173,310.01837043767256,59.82375344663724,-34517.341886578055,2464400.0
174,331.9671833986272,90.63260200786662,1439.389382724119,2583100.0
175,297.0334766585528,74.80010379140296,-26703.854995777183,2495800.0
176,320.58692558947035,84.50227148866223,-16218.733324074963,2595900.0
177,263.6433916179534,78.36016861970718,-24066.20246610986,2311100.0
178,354.46185835204045,60.900121479642245,-20558.97409199133,2413900.0
179,322.1514895529476,73.52767816025128,-33927.479498338726,2360600.0
180,284.97797210823046,66.59180756980234,-2980.149375976742,2311000.0
181,300.72728542616005,81.08096538606263,4883.694001311513,2492600.0
182,289.49181597464616,63.68978554826601,-35747.65384225242,2340900.0
183,262.71680000466074,73.89413955957077,-25736.36176122604,2343300.0
184,290.4568530130767,77.34269419702287,149.47679817919743,2495600.0
185,266.6472257664983,87.25275882078921,-7846.501431320768,2353200.0
186,261.6959311143795,83.79344861798468,-14148.064320007485,2489200.0
187,241.1524573016212,70.83528369021882,6292.494067175412,2201100.0
188,292.2289679223925,78.76269544888335,-45136.73099243602,2373800.0
189,266.31967975281145,78.86361840713774,-14848.310180276572,2408800.0
190,293.3496786933499,65.27012270243094,6603.26740892019,2333800.0
191,232.1026790807031,52.5866361957744,-4025.6727767326793,2207800.0
192,274.16361925333405,72.52318973993617,1601.8727973369168,2340900.0
193,288.73893860291804,79.08034234524942,-10176.952854425288,2526400.0
194,281.99843179986726,75.60886826427695,-30136.359450414617,2398300.0
195,243.94712512438971,81.68616789548255,-23690.67387803695,2268400.0
196,331.3367267789014,82.23044915165781,-30576.59331759916,2597900.0
197,305.07758396056846,68.24314901279992,-39356.46255503628,2389200.0
198,261.43745401150625,89.92620767050818,-25942.085616991917,2265200.0
199,297.90686467305034,79.86756735060752,-14900.150168457349,2552000.0
200,345.3047581328142,68.38108941668972,-4207.1823962997405,2454000.0
201,368.1897870178219,96.0600019507469,2551.999509684465,2713400.0
202,303.2084649309394,84.37133699148754,635.2116175607953,2489600.0
203,290.5123630716876,69.99847364140598,-24295.831765810923,2407400.0
204,340.3509205016653,88.15252656930679,-9489.885615895755,2468500.0
205,283.5486403420739,75.8670557360166,-25667.525137246965,2435200.0
206,285.3432785537814,77.13170358762889,3115.499018379098,2393200.0
207,309.6399482725481,57.790272424282335,-18215.36862859894,2285600.0
208,256.35909771774726,52.67675204701501,-25854.19115681133,2270700.0
209,215.02964571135612,78.88269552489018,-27147.091880695392,2227300.0
210,246.72314119636025,66.0270316012422,3611.330537336322,2266200.0
211,325.04992495615267,98.51839184962004,-8015.778654161132,2671000.0
212,278.0061850421128,60.11554462163316,-8802.370824361813,2239000.0
213,359.03896073602834,58.46849997711542,-255.5288143284106,2430900.0
214,315.84337259973256,82.42226866773662,-39333.72781807593,2582100.0
215,295.41159630964006,57.40031028656596,-34228.69380729683,2360600.0
216,349.3551602335145,85.09889602724033,4885.056000263401,2645600.0
217,267.76504197382275,64.75623028116566,-28014.668724741096,2217800.0
218,366.09392887356375,73.46765795923835,-10348.257365968471,2589300.0
219,355.89082094183755,70.03136873659068,-19070.38283785798,2576600.0
220,266.10771662601104,97.35582361254598,3135.0300379922737,2325400.0
221,284.3776554047872,71.76574786757405,9602.986324113594,2302400.0
222,351.4323558509058,69.1933938499942,47184.78856094823,2445200.0
223,264.8398029962681,80.53840818088553,-1383.383827864478,2306200.0
224,246.235065687538,68.04119998626109,-42054.033122830544,2337500.0
225,257.4577347710371,77.64796874028464,-65085.4081369572,2449800.0
226,335.2403334054008,71.69802048031042,10746.908970990742,2569400.0
227,358.01555717678804,72.0318852339606,4907.952540557657,2581400.0
228,311.9604246851054,64.64191836390958,-7102.817456795061,2304200.0
229,296.8401154086553,61.366612708324894,4622.819888319442,2336000.0
230,321.4257591342825,56.8003314896396,-12438.97022517043,2421600.0
231,303.85876477961403,70.74250671587038,1957.1492854846877,2366000.0
232,305.88612208189164,61.890387502997065,-2547.1911482763157,2372100.0
233,309.9725346097913,64.54903548205276,-5237.816933904274,2438000.0
234,254.93061520894005,64.45697301999118,-7970.252304553153,2183500.0
235,314.9053506972804,82.76751277778196,-19794.23476681815,2584500.0
236,309.27748474988965,74.41147069172337,-12135.756084408233,2373300.0
237,274.3496226579131,80.52573327713601,9469.396276722471,2303800.0
238,261.2888024143198,85.2265519037392,-5428.020110075435,2497600.0
239,291.7023358030569,69.77858848143974,-30789.201451065623,2400600.0
240,239.8017486602141,90.45367343865357,-21806.57631458789,2198900.0
241,369.8309533127136,73.21792400704366,-23431.148807158974,2593600.0
242,284.42687594627927,75.32375416871554,-6611.8892039687325,2501600.0
243,309.36915428882844,67.04755381726612,-52343.505534627424,2414000.0
244,401.7693348547507,83.91925140851112,-11841.108977065633,2706200.0
245,283.5102060636403,76.28357001585793,-17803.16119909669,2466000.0
246,270.1130251226281,80.82870953877536,-9311.413834387382,2487800.0
247,330.908872660091,86.58234110645434,-38526.33439701711,2445600.0
248,245.64053910204348,76.47158172226642,-45131.13568762856,2377700.0
249,272.0095108239092,74.30741116897684,-16781.63076381859,2367400.0
250,247.03770646381636,58.85336592882332,11601.350468161683,2304900.0
251,309.63264317396573,64.91864985996028,-28312.59167389694,2438800.0
252,259.4182777404892,56.90316603532738,-44636.03522943001,2219800.0
253,305.2288070589074,73.26576855681989,8123.861234749143,2499500.0
254,367.9256427760016,60.11745231306021,-5705.782209058949,2448000.0
255,260.00277714182977,89.28467519166932,127.63401857718782,2254000.0
256,325.2553305119863,68.31830377559517,1694.4185464930306,2521900.0
257,248.91058041262968,73.14960636612167,-12614.279397142593,2209000.0
258,306.60428491635923,60.39038282453346,-46863.25853583485,2456200.0
259,272.52296177987535,65.31212027319381,-20302.6311797432,2345100.0
260,364.0096160420345,84.17798110727584,-16167.864278285404,2604400.0
261,373.8516877153714,60.17609853068576,-1700.773946434203,2525600.0
262,305.3370772199263,71.96401691853512,-15095.49639148818,2498800.0
263,306.99533189184393,73.60426525448698,-42381.13986420036,2519000.0
264,245.87833639618427,70.06997378857402,27.68770790312556,2310000.0
265,297.5769708451692,64.93191910943324,6252.624036239256,2433200.0
266,302.4498914513172,79.83471203316698,-26055.570958140077,2428600.0
267,256.7402313034589,69.15045023075442,-18854.42731763808,2397700.0
268,282.8100888907613,59.25056770544545,-33406.382619057404,2392400.0
269,330.90776499542363,89.1318259370793,-2657.588318664148,2495200.0
270,368.4651099179449,77.67779489844034,-11934.165188771762,2591100.0
271,394.9058899014258,79.83568387562642,-23181.80996235335,2674100.0
272,273.4333400290578,68.17240530335619,-406.0824848271586,2436700.0
273,266.1322788099359,82.81177622052263,-3659.448028738208,2468800.0
274,318.8933936955983,73.33786346405734,-9575.247733777807,2516300.0
275,338.16259792675226,61.75771242237912,-2908.115385679346,2491100.0
276,312.0334566769489,66.2679654805955,2496.920519186362,2432100.0
277,328.0632025160523,95.0788254505254,-17231.305021196305,2613400.0
278,278.0698609141116,71.72909783049057,37704.257235256926,2413000.0
279,240.894752683918,75.82405778760415,-12960.804094339284,2395600.0
280,364.95851013457366,73.93198516746216,-21576.321155405465,2564500.0
281,292.24822267582846,59.38702416471322,-37296.298075833125,2422900.0
282,261.39215376531234,73.7689355731271,9756.192624638978,2390500.0
283,260.86625840130654,83.64266810590748,-10313.936233264834,2452900.0
284,273.0895871057485,57.01650087767375,-16374.177129669486,2239300.0
285,297.6051498282068,69.66381622760609,-40563.59813391678,2322100.0
286,280.3377477770827,100.6790371285608,8643.730593115455,2412800.0
287,281.21930568879355,80.87762646780365,-34710.76174978603,2489700.0
288,310.6279731962732,75.29037202787521,-9204.635190857713,2545200.0
289,317.71522125820906,78.86203311628533,-13708.358045128996,2515600.0
290,289.50288505096614,66.99846587082287,-26727.64851675761,2266700.0
291,299.2504822489905,63.543363006856296,-16574.18972889334,2377000.0
292,293.25532311341425,52.98328707951559,5269.442234867394,2242700.0
293,289.9582727191669,70.75543665504763,-29347.62603781806,2306300.0
294,312.9684324099669,71.76683153574945,-4595.159112236895,2484000.0
295,289.10193144201907,81.88510279302304,-5554.269411682211,2520200.0
296,235.40457376788672,85.59326544153619,14844.753135504505,2427800.0
297,313.03652702770245,56.78975671226628,-22550.68557742572,2337400.0
298,278.056190446549,65.07009666217998,-42531.81237597254,2332600.0
299,299.06220240793635,62.49199917110574,-9750.152406031266,2381500.0
300,289.7030116652933,84.55282678572433,4328.126470429856,2417500.0
301,294.5661928432739,66.31575052317145,-16001.706712517893,2461500.0
302,318.9087242089651,77.36251418107746,-16687.352264096276,2530400.0
303,270.4208592952654,82.29818164798986,5734.325993382496,2450900.0
304,336.0742346430113,75.77943217749437,-5857.617107558603,2543200.0
305,287.06470660487827,81.88316462806144,-29084.716121931026,2539000.0
306,269.3251190021388,68.03059591405992,-29770.313659696865,2401000.0
307,273.79083616429034,77.99416496958277,5368.962612680767,2401800.0
308,267.9798975955192,67.32832742721841,-36597.58436051209,2413700.0
309,328.19257943328347,75.99244606455952,-14922.4985048762,2575000.0
310,322.15680616666447,74.86304493353096,158.05605236007796,2571800.0
311,308.81527801202515,68.21738025198657,-15752.254361082414,2512500.0
312,267.22097291835894,84.51310829193218,-11761.226308671436,2500600.0
313,278.63504688182746,57.67871884704165,-31447.438454465115,2335000.0
314,306.2009917573771,82.40339308979694,-2374.856661525524,2508100.0
315,269.5535178380277,70.66064981429469,2385.167533071308,2322500.0
316,309.67893638730663,72.08078020569121,-3238.2261821545508,2524900.0
317,278.5931405057413,77.07761048967839,12312.29445417961,2328300.0
318,349.14889911929055,70.29683290392431,-19828.469075398894,2539400.0
319,297.13973674926274,85.47810973802973,-8416.841016435897,2326300.0
320,292.98872921393627,66.43459330840523,-275.5778854122,2358500.0
321,291.5281923014074,70.28271322162377,-17387.634691518244,2487600.0
322,288.09618839620174,76.15062533179082,-30843.42994033277,2498300.0
323,315.9992214885233,91.73155420461414,-15760.551079100223,2616900.0
324,293.79518455620644,75.65493010407022,-2512.871253616975,2509200.0
325,230.76226009199655,62.52752913251385,1388.2829296654854,2278900.0
326,306.3875918284907,60.57819493191885,-8714.516849080956,2298600.0
327,387.54497682518655,78.53704494688726,10191.407504018103,2590000.0
328,275.8724700012549,89.5488182717217,-27978.69674291701,2551100.0
329,281.9023629598275,92.40714848390328,-1749.5849718880436,2550300.0
330,286.37985936671305,70.65880198073481,-4024.787417889444,2411400.0
331,341.9366055832421,61.35911026188195,-24383.33871203509,2473100.0
332,296.7366268272268,73.84871311625113,-12598.596613983907,2477400.0
333,287.6532367481762,61.21068001963116,22494.81946026218,2232600.0
334,378.93633651154215,73.19696115048365,-46394.718092577634,2578200.0
335,328.4993082375355,84.15352879334709,5909.616417670848,2586700.0
336,297.2058264254535,74.42248460031269,-15219.55715043103,2406700.0
337,261.3969959357615,65.35692843615473,-31937.381530545383,2307500.0
338,322.26913908473944,64.49558881559616,8743.892906970501,2467900.0
339,336.52428912099646,65.22266565629842,-854.3511905514624,2535600.0
340,265.25455551650185,106.87220748799696,-16201.091974103398,2434700.0
341,332.5458039411221,80.1279992164084,-8517.442012563444,2480900.0
342,273.4823718254204,70.01699965857607,-13534.568032452136,2381000.0
343,264.93505515136513,70.94715559106945,-22524.566588010148,2431800.0
344,301.3262855760853,86.35446673287805,-27710.38294881216,2585300.0
345,317.35804320988075,66.8152714317497,-6985.271098571584,2488200.0
346,270.4784809269249,76.48807233335867,-38808.66836329829,2317800.0
347,244.9749962383564,59.52106791921604,12544.695931604212,2228300.0
348,237.7176747575222,60.80854012619972,-13751.268985913506,2281400.0
349,240.62314671221824,82.2702905764225,-4555.760398100647,2288300.0
350,285.9794641288676,92.93551137058874,11574.25676766772,2582000.0
351,276.40165086486974,74.73719494195896,-14920.598963889552,2352000.0
352,339.8617710545586,73.82087777973545,-9184.36724652562,2585100.0
353,292.06204465953374,79.35703767515531,-22792.200582997782,2337500.0
354,252.86739964486412,93.86524870413209,-20649.280514709622,2401600.0
355,294.1433037712204,67.75150468857592,6712.013607213747,2447400.0
356,231.87888323816503,90.44090174853652,1903.780527563311,2443800.0
357,251.3784614867049,76.60106840488154,-8585.113555303222,2394800.0
358,294.8889056848832,72.45379019170672,-18330.09831359267,2440200.0
359,256.0578311688094,76.21688312866219,-17678.755023959282,2383100.0
360,321.26913480212096,73.65018958261372,-7000.785780662238,2387600.0
361,248.0117687143667,64.84314931591324,-12804.010349427412,2345600.0
362,292.92032988682354,73.18446504230853,-25838.63740437349,2425200.0
363,266.26288493177344,67.15361147038875,6803.539864643437,2382300.0
364,320.1308599509424,82.21205073385163,-28078.21839020126,2502200.0
365,341.83245252522363,71.3980029477723,-32537.47915581186,2516200.0
366,310.62526651907046,89.80906646849468,-63646.099121175845,2530200.0
367,318.6263961587363,72.4202124348926,-5408.451166016872,2534600.0
368,335.82248005568295,72.5646412742949,2110.50005549056,2550900.0
369,295.97104291867964,91.90845578770062,4294.850013684238,2566600.0
370,306.37834408823994,79.8417918344971,-22369.28228812957,2567700.0
371,317.77866867646554,75.99541764890989,-12691.662490443876,2455600.0
372,258.4720207418189,68.60107534868875,5048.251779073595,2388400.0
373,218.52720312379407,63.32285170464394,3851.6988394483233,2216800.0
374,307.9509835989567,77.0564680734206,-15558.91856120362,2512700.0
375,240.5667054285528,76.39085734438989,-32381.06659746637,2340200.0
376,243.7850338941369,74.20640309510787,-20299.591766012483,2353600.0
377,310.77333242838296,79.24714048883013,-13956.16884383422,2407800.0
378,282.6203722830254,76.32138763784995,-14295.474251532898,2358400.0
379,261.50060265734305,93.78396563443611,397.5277841800016,2484400.0
380,301.1078181144403,73.9675664918926,-32378.181907304413,2453600.0
381,283.53763813274344,72.72282740322824,23606.990585859145,2459700.0
382,286.532502679272,91.06258389039398,-24471.9379302198,2509200.0
383,298.248962042429,86.53508822868599,-7364.889988415591,2579700.0
384,257.6001034397039,66.00893024871938,-34193.99849605294,2362400.0
385,416.5522241900013,74.32544054576911,-33867.12251498954,2684400.0
386,286.7391303734665,70.95949761837585,-4594.878601015336,2475700.0
387,244.98180684657515,91.04173075676717,-27439.572958507364,2399000.0
388,336.9252879602816,55.197149887604,-10535.977211215632,2416200.0
389,347.28571048955433,60.1614996134394,-13639.281680888924,2414700.0
390,305.13992290097804,76.70952074792335,-29164.75508933294,2550400.0
391,355.4425080321738,68.75396152017554,21103.19242994261,2580300.0
392,337.0501827235179,55.58792125649445,-20278.752776108828,2418000.0
393,294.91358170337764,74.80280598631762,-32982.80356570656,2421900.0
394,310.6231162116317,78.45248639915245,-33911.3791262303,2501800.0
395,293.91371933374955,64.34527948537378,-16087.418978513802,2408600.0
396,265.59676170157115,94.94340097393216,5898.690398361956,2549600.0
397,298.75336704303635,88.61765513614513,2577.234052594402,2541700.0
398,278.65490180082094,51.049596026963,-31575.31851544097,2340500.0
399,287.6911302356739,78.81693668792792,-179.53281763292216,2345200.0
400,307.57850175973675,59.50078898187069,8063.732967715976,2456900.0
401,270.231765677231,82.86971943463905,-13441.573616673282,2470200.0
402,310.4740851403229,75.17558214538222,-14590.970039474028,2551900.0
403,330.37244321197,71.10624563384368,9138.473981735937,2554000.0
404,328.84675527915545,81.88079199771256,-34057.949938644175,2415800.0
405,296.4461419403073,75.9671834823616,9717.418609367483,2413300.0
406,328.4764432550815,81.9645793316776,-19460.236873298,2519200.0
407,349.86701483557965,66.81088173502795,-1335.690577726347,2549500.0
408,272.2090486598495,64.2790731565038,-22977.655556099897,2314500.0
409,263.71799560956026,81.01916554819498,8025.907539963278,2482600.0
410,272.08300154036834,66.43409115356792,-6742.469013251508,2416200.0
411,263.1750958290621,75.42669302242484,-20130.60744109346,2350400.0
412,371.40182914334935,86.1828302433827,-19194.43136981853,2631400.0
413,246.2933288468589,77.06032097142584,12084.07062063898,2403000.0
414,322.5905200019094,71.73376797757871,-22107.741686737863,2421400.0
415,291.1714128450001,75.4221012498661,-17980.534552799232,2377900.0
416,269.41109065972546,76.42175526538918,7295.714010673266,2435100.0
417,254.77534549328124,75.12774435530024,4671.00295682696,2323200.0
418,252.6563088190816,67.25782804405759,-21633.743482345315,2351800.0
419,247.945094721305,76.33491471415013,-57002.22204671402,2294500.0
420,255.0840299585691,70.54681033155033,-57750.478375644205,2375600.0
421,237.49549093337603,79.2656014377355,14149.637069122626,2313100.0
422,257.4148000728834,57.32686644474303,-19599.718903449822,2306000.0
423,336.74808062773366,62.713106412771886,-30616.434526350047,2423800.0
424,299.6268066562873,64.13520256793987,-20885.273686485845,2451800.0
425,358.5172845223568,72.42331323660206,20079.56297919013,2519200.0
